status_pemeriksaan;durasi;sejarah_kredit;tujuan_kredit;jumlah kredit;status_tabungan;pekerjaan;komitmen_cicilan;status_pribadi;pihak_lain;lama_tinggal;nilai_properti;usia;rencana_pembayaran_lainnya;tempat_tinggal;kredit_yang_ada;pekerjaan;jumlah_tanggungan;memiliki_ponsel;pekerja_asing;kelas
tidak ada pemeriksaan;12;kredit penting/kredit lainnya;perabot/perlengkapan;3331;<100;>=7;2;pria lajang;tidak ada;4;asuransi jiwa;42;toko;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;36;berbayar yang ada;bisnis;7409;tidak diketahui;>=7;3;pria lajang;tidak ada;2;asuransi jiwa;37;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
<0;12;berbayar yang ada;perabot/perlengkapan;652;<100;>=7;4;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;24;tidak ada;sewa;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;36;sebelumnya tertunda;perabot/perlengkapan;7678;500;4;2;wanita bercerai/menikah;tidak ada;4;mobil;40;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
>=200;6;kredit penting/kredit lainnya;mobil baru;1343;<100;>=7;1;pria lajang;tidak ada;4;perumahan;46;tidak ada;milik sendiri;2;terampil;2;tidak;tidak;baik
<0;24;kredit penting/kredit lainnya;bisnis;1382;100;4;4;pria lajang;tidak ada;1;perumahan;26;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
tidak ada pemeriksaan;15;berbayar yang ada;peralatan rumah tangga;874;tidak diketahui;<1;4;wanita bercerai/menikah;tidak ada;1;perumahan;24;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
<0;12;berbayar yang ada;perabot/perlengkapan;3590;<100;1;2;pria lajang;pemohon bersama;2;asuransi jiwa;29;tidak ada;milik sendiri;1;tidak terampil;2;tidak;ya;baik
0<=X<200;11;kredit penting/kredit lainnya;mobil baru;1322;>=1000;1;4;wanita bercerai/menikah;tidak ada;4;mobil;40;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
<0;18;lunas seluruhnya;radio/tv;1940;<100;<1;3;pria lajang;pemohon bersama;4;tidak diketahui;36;bank;gratis;1;kualifikasi tinggi;1;ya;ya;baik
tidak ada pemeriksaan;36;berbayar yang ada;radio/tv;3595;<100;>=7;4;pria lajang;tidak ada;2;mobil;28;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
<0;9;berbayar yang ada;mobil baru;1422;<100;<1;3;pria lajang;tidak ada;2;tidak diketahui;27;tidak ada;gratis;1;kualifikasi tinggi;1;ya;ya;buruk
tidak ada pemeriksaan;30;kredit penting/kredit lainnya;radio/tv;6742;tidak diketahui;4;2;pria lajang;tidak ada;3;asuransi jiwa;36;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;mobil bekas;7814;<100;4;3;pria lajang;tidak ada;3;mobil;38;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;mobil bekas;9277;tidak diketahui;1;2;pria bercerai;tidak ada;4;tidak diketahui;48;tidak ada;gratis;1;terampil;1;ya;ya;baik
0<=X<200;30;kredit penting/kredit lainnya;mobil baru;2181;tidak diketahui;>=7;4;pria lajang;tidak ada;4;perumahan;36;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;18;kredit penting/kredit lainnya;radio/tv;1098;<100;pengangguran;4;wanita bercerai/menikah;tidak ada;4;mobil;65;tidak ada;milik sendiri;2;unemp/tidak terampil non res;1;tidak;ya;baik
0<=X<200;24;berbayar yang ada;perabot/perlengkapan;4057;<100;4;3;pria bercerai;tidak ada;3;mobil;43;tidak ada;milik sendiri;1;terampil;1;ya;ya;buruk
<0;12;berbayar yang ada;pendidikan;795;<100;<1;4;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;53;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
0<=X<200;24;kredit penting/kredit lainnya;bisnis;2825;tidak diketahui;4;4;pria lajang;tidak ada;3;tidak diketahui;34;tidak ada;milik sendiri;2;terampil;2;ya;ya;baik
0<=X<200;48;berbayar yang ada;bisnis;15672;<100;1;2;pria lajang;tidak ada;2;mobil;23;tidak ada;milik sendiri;1;terampil;1;ya;ya;buruk
tidak ada pemeriksaan;36;kredit penting/kredit lainnya;mobil baru;6614;<100;>=7;4;pria lajang;tidak ada;4;mobil;34;tidak ada;milik sendiri;2;kualifikasi tinggi;1;ya;ya;baik
tidak ada pemeriksaan;28;lunas seluruhnya;mobil bekas;7824;tidak diketahui;<1;3;pria lajang;penjamin;4;perumahan;40;bank;sewa;2;terampil;2;ya;ya;baik
<0;27;kredit penting/kredit lainnya;bisnis;2442;<100;>=7;4;pria lajang;tidak ada;4;mobil;43;toko;milik sendiri;4;kualifikasi tinggi;2;ya;ya;baik
tidak ada pemeriksaan;15;kredit penting/kredit lainnya;radio/tv;1829;<100;>=7;4;pria lajang;tidak ada;4;mobil;46;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
<0;12;kredit penting/kredit lainnya;mobil baru;2171;<100;1;4;pria lajang;tidak ada;4;asuransi jiwa;38;bank;milik sendiri;2;tidak terampil;1;tidak;tidak;baik
0<=X<200;36;kredit penting/kredit lainnya;mobil bekas;5800;<100;1;3;pria lajang;tidak ada;4;mobil;34;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
tidak ada pemeriksaan;18;kredit penting/kredit lainnya;radio/tv;1169;tidak diketahui;1;4;pria lajang;tidak ada;3;asuransi jiwa;29;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
tidak ada pemeriksaan;36;sebelumnya tertunda;mobil bekas;8947;tidak diketahui;4;3;pria lajang;tidak ada;2;mobil;31;toko;milik sendiri;1;kualifikasi tinggi;2;ya;ya;baik
<0;21;berbayar yang ada;radio/tv;2606;<100;<1;4;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;28;tidak ada;sewa;1;kualifikasi tinggi;1;ya;ya;baik
tidak ada pemeriksaan;12;kredit penting/kredit lainnya;perabot/perlengkapan;1592;>=1000;4;3;wanita bercerai/menikah;tidak ada;2;asuransi jiwa;35;tidak ada;milik sendiri;1;terampil;1;tidak;tidak;baik
tidak ada pemeriksaan;15;berbayar yang ada;perabot/perlengkapan;2186;tidak diketahui;4;1;wanita bercerai/menikah;tidak ada;4;perumahan;33;bank;sewa;1;tidak terampil;1;tidak;ya;baik
<0;18;berbayar yang ada;perabot/perlengkapan;4153;<100;1;2;pria lajang;pemohon bersama;3;mobil;42;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
<0;16;kredit penting/kredit lainnya;mobil baru;2625;<100;>=7;2;pria lajang;penjamin;4;asuransi jiwa;43;bank;sewa;1;terampil;1;ya;ya;buruk
tidak ada pemeriksaan;20;kredit penting/kredit lainnya;mobil baru;3485;tidak diketahui;<1;2;pria bercerai;tidak ada;4;perumahan;44;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
tidak ada pemeriksaan;36;kredit penting/kredit lainnya;mobil bekas;10477;tidak diketahui;>=7;2;pria lajang;tidak ada;4;tidak diketahui;42;tidak ada;gratis;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;15;berbayar yang ada;radio/tv;1386;tidak diketahui;1;4;pria menikah/duda;tidak ada;2;perumahan;40;tidak ada;sewa;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;radio/tv;1278;<100;>=7;4;pria lajang;tidak ada;1;perumahan;36;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
<0;12;berbayar yang ada;radio/tv;1107;<100;1;2;pria lajang;tidak ada;2;perumahan;20;tidak ada;sewa;1;kualifikasi tinggi;2;ya;ya;baik
<0;21;berbayar yang ada;mobil baru;3763;tidak diketahui;4;2;pria lajang;pemohon bersama;2;perumahan;24;tidak ada;milik sendiri;1;tidak terampil;1;tidak;tidak;baik
0<=X<200;36;berbayar yang ada;pendidikan;3711;tidak diketahui;1;2;pria menikah/duda;tidak ada;2;mobil;27;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;15;sebelumnya tertunda;mobil bekas;3594;<100;<1;1;wanita bercerai/menikah;tidak ada;2;asuransi jiwa;46;tidak ada;milik sendiri;2;tidak terampil;1;tidak;ya;baik
0<=X<200;9;berbayar yang ada;mobil baru;3195;tidak diketahui;1;1;wanita bercerai/menikah;tidak ada;2;perumahan;33;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;36;sebelumnya tertunda;radio/tv;4454;<100;1;4;wanita bercerai/menikah;tidak ada;4;perumahan;34;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
0<=X<200;24;kredit penting/kredit lainnya;perabot/perlengkapan;4736;<100;<1;2;wanita bercerai/menikah;tidak ada;4;mobil;25;bank;milik sendiri;1;tidak terampil;1;tidak;ya;buruk
0<=X<200;30;berbayar yang ada;radio/tv;2991;tidak diketahui;>=7;2;wanita bercerai/menikah;tidak ada;4;mobil;25;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;11;berbayar yang ada;bisnis;2142;>=1000;>=7;1;pria bercerai;tidak ada;2;perumahan;28;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
<0;24;lunas seluruhnya;bisnis;3161;<100;1;4;pria lajang;tidak ada;2;asuransi jiwa;31;tidak ada;sewa;1;terampil;1;ya;ya;buruk
0<=X<200;48;tidak ada kredit/kredit lunas;lainnya;18424;<100;1;1;wanita bercerai/menikah;tidak ada;2;asuransi jiwa;32;bank;milik sendiri;1;kualifikasi tinggi;1;ya;tidak;buruk
tidak ada pemeriksaan;10;berbayar yang ada;mobil bekas;2848;100;1;1;pria lajang;pemohon bersama;2;perumahan;32;tidak ada;milik sendiri;1;terampil;2;tidak;ya;baik
<0;6;berbayar yang ada;mobil baru;14896;<100;>=7;1;pria lajang;tidak ada;4;tidak diketahui;68;bank;milik sendiri;1;kualifikasi tinggi;1;ya;ya;buruk
<0;24;berbayar yang ada;perabot/perlengkapan;2359;100;pengangguran;1;pria bercerai;tidak ada;1;asuransi jiwa;33;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
<0;24;berbayar yang ada;perabot/perlengkapan;3345;<100;>=7;4;pria lajang;tidak ada;2;asuransi jiwa;39;tidak ada;sewa;1;kualifikasi tinggi;1;ya;ya;buruk
tidak ada pemeriksaan;18;kredit penting/kredit lainnya;perabot/perlengkapan;1817;<100;1;4;wanita bercerai/menikah;tidak ada;2;tidak diketahui;28;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;48;sebelumnya tertunda;radio/tv;12749;500;4;4;pria lajang;tidak ada;1;mobil;37;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
<0;9;berbayar yang ada;radio/tv;1366;<100;<1;3;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;22;tidak ada;sewa;1;terampil;1;tidak;ya;buruk
0<=X<200;12;berbayar yang ada;mobil baru;2002;<100;4;3;pria lajang;tidak ada;4;asuransi jiwa;30;tidak ada;sewa;1;terampil;2;ya;ya;baik
<0;24;lunas seluruhnya;perabot/perlengkapan;6872;<100;<1;2;pria bercerai;tidak ada;1;asuransi jiwa;55;bank;milik sendiri;1;terampil;1;ya;ya;buruk
<0;12;lunas seluruhnya;mobil baru;697;<100;<1;4;pria lajang;tidak ada;2;mobil;46;bank;milik sendiri;2;terampil;1;ya;ya;buruk
<0;18;kredit penting/kredit lainnya;perabot/perlengkapan;1049;<100;<1;4;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;21;tidak ada;sewa;1;terampil;1;tidak;ya;baik
<0;48;berbayar yang ada;mobil bekas;10297;<100;4;4;pria lajang;tidak ada;4;tidak diketahui;39;toko;gratis;3;terampil;2;ya;ya;buruk
tidak ada pemeriksaan;30;berbayar yang ada;radio/tv;1867;tidak diketahui;>=7;4;pria lajang;tidak ada;4;mobil;58;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
<0;12;sebelumnya tertunda;mobil baru;1344;<100;1;4;pria lajang;tidak ada;2;perumahan;43;tidak ada;milik sendiri;2;tidak terampil;2;tidak;ya;baik
<0;24;berbayar yang ada;perabot/perlengkapan;1747;<100;<1;4;pria lajang;pemohon bersama;1;asuransi jiwa;24;tidak ada;milik sendiri;1;tidak terampil;1;tidak;tidak;baik
0<=X<200;9;berbayar yang ada;radio/tv;1670;<100;<1;4;wanita bercerai/menikah;tidak ada;2;mobil;22;tidak ada;milik sendiri;1;terampil;1;ya;ya;buruk
tidak ada pemeriksaan;9;kredit penting/kredit lainnya;mobil baru;1224;<100;1;3;pria lajang;tidak ada;1;perumahan;30;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;12;kredit penting/kredit lainnya;radio/tv;522;500;>=7;4;pria lajang;tidak ada;4;asuransi jiwa;42;tidak ada;milik sendiri;2;terampil;2;ya;ya;baik
<0;12;berbayar yang ada;radio/tv;1498;<100;1;4;wanita bercerai/menikah;tidak ada;1;mobil;23;bank;milik sendiri;1;terampil;1;tidak;ya;baik
0<=X<200;30;sebelumnya tertunda;radio/tv;1919;100;<1;4;pria lajang;tidak ada;3;tidak diketahui;30;toko;milik sendiri;2;kualifikasi tinggi;1;tidak;ya;buruk
>=200;9;berbayar yang ada;radio/tv;745;<100;1;3;wanita bercerai/menikah;tidak ada;2;perumahan;28;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;buruk
0<=X<200;6;berbayar yang ada;radio/tv;2063;<100;<1;4;pria menikah/duda;tidak ada;3;mobil;30;tidak ada;sewa;1;kualifikasi tinggi;1;ya;ya;baik
0<=X<200;60;berbayar yang ada;pendidikan;6288;<100;1;4;pria lajang;tidak ada;4;tidak diketahui;42;tidak ada;gratis;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;mobil bekas;6842;tidak diketahui;1;2;pria lajang;tidak ada;4;asuransi jiwa;46;tidak ada;milik sendiri;2;kualifikasi tinggi;2;ya;ya;baik
tidak ada pemeriksaan;12;berbayar yang ada;mobil baru;3527;tidak diketahui;<1;2;pria lajang;tidak ada;3;asuransi jiwa;45;tidak ada;milik sendiri;1;kualifikasi tinggi;2;ya;ya;baik
tidak ada pemeriksaan;10;berbayar yang ada;mobil baru;1546;<100;1;3;pria lajang;tidak ada;2;perumahan;31;tidak ada;milik sendiri;1;tidak terampil;2;tidak;tidak;baik
tidak ada pemeriksaan;24;berbayar yang ada;perabot/perlengkapan;929;tidak diketahui;4;4;pria lajang;tidak ada;2;mobil;31;toko;milik sendiri;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;4;kredit penting/kredit lainnya;mobil baru;1455;<100;4;2;pria lajang;tidak ada;1;perumahan;42;tidak ada;milik sendiri;3;tidak terampil;2;tidak;ya;baik
<0;15;berbayar yang ada;perabot/perlengkapan;1845;<100;<1;4;wanita bercerai/menikah;penjamin;1;asuransi jiwa;46;tidak ada;sewa;1;terampil;1;tidak;ya;baik
0<=X<200;48;tidak ada kredit/kredit lunas;mobil baru;8358;500;<1;1;wanita bercerai/menikah;tidak ada;1;mobil;30;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
<0;24;lunas seluruhnya;perabot/perlengkapan;3349;500;<1;4;pria lajang;tidak ada;4;tidak diketahui;30;tidak ada;gratis;1;terampil;2;ya;ya;buruk
tidak ada pemeriksaan;12;berbayar yang ada;mobil baru;2859;tidak diketahui;pengangguran;4;pria lajang;tidak ada;4;tidak diketahui;38;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
tidak ada pemeriksaan;18;berbayar yang ada;perabot/perlengkapan;1533;<100;<1;4;pria menikah/duda;pemohon bersama;1;asuransi jiwa;43;tidak ada;milik sendiri;1;tidak terampil;2;tidak;ya;buruk
tidak ada pemeriksaan;24;berbayar yang ada;radio/tv;3621;100;>=7;2;pria lajang;tidak ada;4;mobil;31;tidak ada;milik sendiri;2;terampil;1;tidak;ya;buruk
0<=X<200;18;kredit penting/kredit lainnya;bisnis;3590;<100;pengangguran;3;pria menikah/duda;tidak ada;3;mobil;40;tidak ada;milik sendiri;3;unemp/tidak terampil non res;2;ya;ya;baik
<0;36;sebelumnya tertunda;bisnis;2145;<100;4;2;pria lajang;tidak ada;1;mobil;24;tidak ada;milik sendiri;2;terampil;1;ya;ya;buruk
0<=X<200;24;berbayar yang ada;mobil bekas;4113;500;<1;3;wanita bercerai/menikah;tidak ada;4;mobil;28;tidak ada;sewa;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;36;berbayar yang ada;perabot/perlengkapan;10974;<100;pengangguran;4;wanita bercerai/menikah;tidak ada;2;mobil;26;tidak ada;milik sendiri;2;kualifikasi tinggi;1;ya;ya;buruk
<0;12;berbayar yang ada;mobil baru;1893;<100;1;4;wanita bercerai/menikah;penjamin;4;asuransi jiwa;29;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
<0;24;kredit penting/kredit lainnya;radio/tv;1231;>=1000;>=7;4;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;57;tidak ada;sewa;2;kualifikasi tinggi;1;ya;ya;baik
>=200;30;kredit penting/kredit lainnya;radio/tv;3656;tidak diketahui;>=7;4;pria lajang;tidak ada;4;asuransi jiwa;49;toko;milik sendiri;2;tidak terampil;1;tidak;ya;baik
0<=X<200;9;kredit penting/kredit lainnya;radio/tv;1154;<100;>=7;2;pria lajang;tidak ada;4;perumahan;37;tidak ada;milik sendiri;3;tidak terampil;1;tidak;ya;baik
<0;28;berbayar yang ada;mobil baru;4006;<100;1;3;pria lajang;tidak ada;2;mobil;45;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;buruk
0<=X<200;24;berbayar yang ada;perabot/perlengkapan;3069;100;>=7;4;pria lajang;tidak ada;4;tidak diketahui;30;tidak ada;gratis;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;6;kredit penting/kredit lainnya;radio/tv;1740;<100;>=7;2;pria menikah/duda;tidak ada;2;perumahan;30;tidak ada;sewa;2;terampil;1;tidak;ya;baik
0<=X<200;21;sebelumnya tertunda;mobil baru;2353;<100;1;1;pria bercerai;tidak ada;4;asuransi jiwa;47;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;15;berbayar yang ada;mobil baru;3556;tidak diketahui;1;3;pria lajang;tidak ada;2;tidak diketahui;29;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;radio/tv;2397;500;>=7;3;pria lajang;tidak ada;2;mobil;35;bank;milik sendiri;2;terampil;1;ya;ya;buruk
0<=X<200;6;berbayar yang ada;perbaikan;454;<100;<1;3;pria menikah/duda;tidak ada;1;asuransi jiwa;22;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
0<=X<200;30;berbayar yang ada;radio/tv;1715;tidak diketahui;1;4;wanita bercerai/menikah;tidak ada;1;mobil;26;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
0<=X<200;27;kredit penting/kredit lainnya;radio/tv;2520;500;1;4;pria lajang;tidak ada;2;asuransi jiwa;23;tidak ada;milik sendiri;2;tidak terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;15;berbayar yang ada;radio/tv;3568;<100;>=7;4;wanita bercerai/menikah;tidak ada;2;mobil;54;bank;sewa;1;kualifikasi tinggi;1;ya;ya;baik
tidak ada pemeriksaan;42;berbayar yang ada;radio/tv;7166;tidak diketahui;4;2;pria menikah/duda;tidak ada;4;asuransi jiwa;29;tidak ada;sewa;1;terampil;1;ya;ya;baik
<0;11;kredit penting/kredit lainnya;mobil baru;3939;<100;1;1;pria lajang;tidak ada;2;perumahan;40;tidak ada;milik sendiri;2;tidak terampil;2;tidak;ya;baik
0<=X<200;15;berbayar yang ada;perbaikan;1514;100;1;4;pria lajang;penjamin;2;perumahan;22;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;mobil baru;7393;<100;1;1;pria lajang;tidak ada;4;asuransi jiwa;43;tidak ada;milik sendiri;1;tidak terampil;2;tidak;ya;baik
<0;24;lunas seluruhnya;mobil baru;1193;<100;pengangguran;1;wanita bercerai/menikah;pemohon bersama;4;tidak diketahui;29;tidak ada;sewa;2;unemp/tidak terampil non res;1;tidak;ya;buruk
<0;60;berbayar yang ada;bisnis;7297;<100;>=7;4;pria lajang;pemohon bersama;4;tidak diketahui;36;tidak ada;sewa;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;30;kredit penting/kredit lainnya;radio/tv;2831;<100;1;4;wanita bercerai/menikah;tidak ada;2;mobil;33;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
>=200;24;berbayar yang ada;radio/tv;1258;500;1;3;wanita bercerai/menikah;tidak ada;3;mobil;57;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
0<=X<200;6;berbayar yang ada;radio/tv;753;<100;1;2;wanita bercerai/menikah;penjamin;3;perumahan;64;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
0<=X<200;18;sebelumnya tertunda;bisnis;2427;tidak diketahui;>=7;4;pria lajang;tidak ada;2;asuransi jiwa;42;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;sebelumnya tertunda;mobil baru;2538;<100;>=7;4;pria lajang;tidak ada;4;mobil;47;tidak ada;milik sendiri;2;tidak terampil;2;tidak;ya;buruk
0<=X<200;15;lunas seluruhnya;mobil baru;1264;100;1;2;pria menikah/duda;tidak ada;2;asuransi jiwa;25;tidak ada;sewa;1;terampil;1;tidak;ya;buruk
0<=X<200;30;kredit penting/kredit lainnya;perabot/perlengkapan;8386;<100;4;2;pria lajang;tidak ada;2;asuransi jiwa;49;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;48;berbayar yang ada;bisnis;4844;<100;pengangguran;3;pria lajang;tidak ada;2;mobil;33;bank;sewa;1;kualifikasi tinggi;1;ya;ya;buruk
>=200;21;berbayar yang ada;mobil baru;2923;100;1;1;wanita bercerai/menikah;tidak ada;1;mobil;28;bank;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
<0;36;berbayar yang ada;mobil bekas;8229;<100;1;2;pria lajang;tidak ada;2;asuransi jiwa;26;tidak ada;milik sendiri;1;terampil;2;tidak;ya;buruk
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;perabot/perlengkapan;2028;<100;4;2;pria lajang;tidak ada;2;asuransi jiwa;30;tidak ada;milik sendiri;2;tidak terampil;1;tidak;ya;baik
<0;15;kredit penting/kredit lainnya;perabot/perlengkapan;1433;<100;1;4;wanita bercerai/menikah;tidak ada;3;asuransi jiwa;25;tidak ada;sewa;2;terampil;1;tidak;ya;baik
>=200;42;tidak ada kredit/kredit lunas;bisnis;6289;<100;<1;2;pria bercerai;tidak ada;1;asuransi jiwa;33;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;13;berbayar yang ada;radio/tv;1409;100;pengangguran;2;wanita bercerai/menikah;tidak ada;4;perumahan;64;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
<0;24;berbayar yang ada;mobil bekas;6579;<100;pengangguran;4;pria lajang;tidak ada;2;tidak diketahui;29;tidak ada;gratis;1;kualifikasi tinggi;1;ya;ya;baik
0<=X<200;24;kredit penting/kredit lainnya;radio/tv;1743;<100;>=7;4;pria lajang;tidak ada;2;asuransi jiwa;48;tidak ada;milik sendiri;2;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;12;kredit penting/kredit lainnya;pendidikan;3565;tidak diketahui;<1;2;pria lajang;tidak ada;1;asuransi jiwa;37;tidak ada;milik sendiri;2;tidak terampil;2;tidak;ya;baik
tidak ada pemeriksaan;15;lunas seluruhnya;radio/tv;1569;100;>=7;4;pria lajang;tidak ada;4;mobil;34;bank;milik sendiri;1;tidak terampil;2;tidak;ya;baik
<0;18;berbayar yang ada;radio/tv;1936;tidak diketahui;4;2;pria menikah/duda;tidak ada;4;mobil;23;tidak ada;sewa;2;tidak terampil;1;tidak;ya;baik
<0;36;berbayar yang ada;perabot/perlengkapan;3959;<100;pengangguran;4;pria lajang;tidak ada;3;asuransi jiwa;30;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
tidak ada pemeriksaan;12;berbayar yang ada;mobil baru;2390;tidak diketahui;>=7;4;pria lajang;tidak ada;3;mobil;50;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;12;berbayar yang ada;perabot/perlengkapan;1736;<100;4;3;wanita bercerai/menikah;tidak ada;4;perumahan;31;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
<0;30;berbayar yang ada;mobil bekas;3857;<100;1;4;pria bercerai;tidak ada;4;asuransi jiwa;40;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
tidak ada pemeriksaan;12;berbayar yang ada;radio/tv;804;<100;>=7;4;pria lajang;tidak ada;4;mobil;38;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
<0;45;berbayar yang ada;radio/tv;1845;<100;1;4;pria lajang;tidak ada;4;tidak diketahui;23;tidak ada;gratis;1;terampil;1;ya;ya;buruk
0<=X<200;45;kredit penting/kredit lainnya;mobil bekas;4576;100;pengangguran;3;pria lajang;tidak ada;4;mobil;27;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
